seq,send_ns,recv_ns,latency_ms,jitter_us,pkt_size
0,1000000000000,1000003087304,3.087304,77.52,128
1,1000001000000,1000003689479,2.689479,24.22,128
2,1000002000000,1000005272519,3.27252,105.68,128
3,1000003000000,1000006181199,3.1812,-42.92,128
4,1000004000000,1000006664256,2.664257,-36.04,128
5,1000005000000,1000008147075,3.147075,60.5,128
6,1000006000000,1000008776989,2.77699,34.53,128
7,1000007000000,1000009957723,2.957724,-15.18,128
8,1000008000000,1000011242814,3.242815,-18.53,128
9,1000009000000,1000011918046,2.918047,-2.79,128
10,1000010000000,1000013016979,3.01698,55.26,128
11,1000011000000,1000013981468,2.981469,-8.31,128
12,1000012000000,1000015561398,3.561399,-46.5,128
13,1000013000000,1000016192066,3.192066,25.6,128
14,1000014000000,1000017209214,3.209215,50.38,128
15,1000015000000,1000017825788,2.825789,-3.55,128
16,1000016000000,1000019432225,3.432225,185.15,128
17,1000017000000,1000020142346,3.142347,50.93,128
18,1000018000000,1000021722300,3.7223,-22.72,128
19,1000019000000,1000021583271,2.583271,3.18,128
20,1000020000000,1000023040211,3.040211,-42.74,128
21,1000021000000,1000024155532,3.155532,29.62,128
22,1000022000000,1000025170716,3.170717,-3.64,128
23,1000023000000,1000026224284,3.224285,-38.45,128
24,1000024000000,1000026797195,2.797195,-74.61,128
25,1000025000000,1000028402212,3.402213,109.65,128
26,1000026000000,1000029329227,3.329227,77.76,128
27,1000027000000,1000030125396,3.125397,-70.47,128
28,1000028000000,1000031214950,3.21495,13.72,128
29,1000029000000,1000031589367,2.589368,-56.03,128
30,1000030000000,1000032994601,2.994601,-24.86,128
31,1000031000000,1000033897505,2.897505,-36.29,128
32,1000032000000,1000034780105,2.780106,-25.63,128
33,1000033000000,1000035507473,2.507473,40.25,128
34,1000034000000,1000037011041,3.011041,-0.97,128
35,1000035000000,1000038199313,3.199314,33.31,128
36,1000036000000,1000038631805,2.631806,-42.14,128
37,1000037000000,1000039594865,2.594866,-19.46,128
38,1000038000000,1000040847432,2.847433,2.53,128
39,1000039000000,1000042270834,3.270835,29.8,128
40,1000040000000,1000043181553,3.181554,75.12,128
41,1000041000000,1000044175083,3.175083,15.26,128
42,1000042000000,1000045068764,3.068764,-34.93,128
43,1000043000000,1000045989344,2.989344,-18.79,128
44,1000044000000,1000047358585,3.358585,-58.42,128
45,1000045000000,1000047943336,2.943336,-11.29,128
46,1000046000000,1000049410789,3.410789,21.46,128
47,1000047000000,1000050090219,3.09022,54.26,128
48,1000048000000,1000050944756,2.944756,-60.94,128
49,1000049000000,1000052403053,3.403053,-2.98,128
50,1000050000000,1000053340550,3.34055,60.17,128
51,1000051000000,1000053875545,2.875546,70.25,128
52,1000052000000,1000055324205,3.324206,-42.6,128
53,1000053000000,1000056098854,3.098854,56.86,128
54,1000054000000,1000057202696,3.202697,-35.2,128
55,1000055000000,1000057846382,2.846383,48.31,128
56,1000056000000,1000058974609,2.974609,-5.58,128
57,1000057000000,1000059939300,2.939301,-47.96,128
58,1000058000000,1000061300640,3.30064,76.05,128
59,1000059000000,1000062131336,3.131337,-157.63,128
60,1000060000000,1000062925396,2.925396,-24.14,128
61,1000061000000,1000063883734,2.883734,15.62,128
62,1000062000000,1000064840691,2.840691,-2.15,128
63,1000063000000,1000066192110,3.19211,-62.8,128
64,1000064000000,1000066851928,2.851929,-181.82,128
65,1000065000000,1000067700719,2.700719,38.0,128
66,1000066000000,1000068964921,2.964922,-11.52,128
67,1000067000000,1000070141848,3.141848,58.33,128
68,1000068000000,1000070774062,2.774062,-49.62,128
69,1000069000000,1000071738887,2.738888,37.36,128
70,1000070000000,1000072920559,2.92056,40.37,128
71,1000071000000,1000074031574,3.031574,6.83,128
72,1000072000000,1000074916627,2.916627,44.05,128
73,1000073000000,1000075948956,2.948957,-59.28,128
74,1000074000000,1000077162954,3.162954,54.23,128
75,1000075000000,1000077802817,2.802818,30.67,128
76,1000076000000,1000078991676,2.991676,15.59,128
77,1000077000000,1000080094733,3.094733,-43.54,128
78,1000078000000,1000081261857,3.261858,101.82,128
79,1000079000000,1000081813692,2.813693,-80.54,128
80,1000080000000,1000082827840,2.82784,-18.46,128
81,1000081000000,1000084153831,3.153831,87.23,128
82,1000082000000,1000084819497,2.819497,29.78,128
83,1000083000000,1000085811910,2.811911,9.73,128
84,1000084000000,1000087129705,3.129706,63.45,128
85,1000085000000,1000088029275,3.029276,26.4,128
86,1000086000000,1000088824100,2.8241,-71.28,128
87,1000087000000,1000089884101,2.884102,77.3,128
88,1000088000000,1000090852698,2.852698,-15.08,128
89,1000089000000,1000092085957,3.085958,17.87,128
90,1000090000000,1000092574763,2.574763,-50.87,128
91,1000091000000,1000094232162,3.232162,-11.57,128
92,1000092000000,1000094598852,2.598853,32.81,128
93,1000093000000,1000095852954,2.852955,25.64,128
94,1000094000000,1000096573654,2.573655,-15.25,128
95,1000095000000,1000098013612,3.013613,-42.46,128
96,1000096000000,1000098727682,2.727682,-58.01,128
97,1000097000000,1000100018407,3.018408,62.09,128
98,1000098000000,1000101127548,3.127548,-144.28,128
99,1000099000000,1000102150092,3.150092,-50.29,128
100,1000100000000,1000103123836,3.123836,1.34,128
101,1000101000000,1000103976224,2.976224,44.3,128
102,1000102000000,1000105327987,3.327988,-43.17,128
103,1000103000000,1000105787704,2.787705,-41.2,128
104,1000104000000,1000106732248,2.732249,-2.52,128
105,1000105000000,1000108134097,3.134097,7.36,128
106,1000106000000,1000108827708,2.827709,-19.37,128
107,1000107000000,1000110016411,3.016411,1.95,128
108,1000108000000,1000111075930,3.075931,27.12,128
109,1000109000000,1000112227802,3.227802,31.15,128
110,1000110000000,1000112952954,2.952954,-68.76,128
111,1000111000000,1000114035948,3.035949,-39.71,128
112,1000112000000,1000115232855,3.232856,-25.64,128
113,1000113000000,1000115673261,2.673261,-11.54,128
114,1000114000000,1000116638068,2.638068,-36.19,128
115,1000115000000,1000117948161,2.948162,-71.63,128
116,1000116000000,1000119223750,3.22375,-5.96,128
117,1000117000000,1000119856498,2.856499,-92.01,128
118,1000118000000,1000120775632,2.775632,-67.06,128
