seq,send_ns,recv_ns,latency_ms,jitter_us,pkt_size
0,1779710734002944905,1779710733969567946,-33.376959,0.0,128
1,1779710734006739143,1779710733971399399,-35.339744,831.453,128
2,1779710734009318516,1779710733973104319,-36.214197,704.92,128
3,1779710734011045661,1779710733974805038,-36.240623,700.719,128
4,1779710734012816391,1779710733976450690,-36.365701,645.652,128
5,1779710734014466760,1779710733978025150,-36.44161,574.46,128
6,1779710734016051284,1779710733979717009,-36.334275,691.859,128
7,1779710734017743062,1779710733981425236,-36.317826,708.227,128
8,1779710734019388483,1779710733983301839,-36.086644,876.603,128
9,1779710734020999021,1779710733984559417,-36.439604,257.578,128
10,1779710734022710772,1779710733996795317,-25.915455,11235.9,128
11,1779710734034812139,1779710733998521375,-36.290764,726.058,128
12,1779710734036621324,1779710733999968699,-36.652625,447.324,128
13,1779710734037955291,1779710734001524585,-36.430706,555.886,128
14,1779710734039665890,1779710734003248904,-36.416986,724.319,128
15,1779710734041242147,1779710734004723772,-36.518375,474.868,128
16,1779710734042709962,1779710734006583865,-36.126097,860.093,128
17,1779710734044720087,1779710734008031259,-36.688828,447.394,128
18,1779710734046062276,1779710734009393951,-36.668325,362.692,128
19,1779710734047355635,1779710734011112156,-36.243479,718.205,128
20,1779710734049139429,1779710734012473401,-36.666028,361.245,128
21,1779710734050546656,1779710734014112338,-36.434318,638.937,128
22,1779710734052105378,1779710734015823090,-36.282288,710.752,128
23,1779710734053818782,1779710734017476563,-36.342219,653.473,128
24,1779710734055465631,1779710734018992759,-36.472872,516.196,128
25,1779710734056924466,1779710734020844901,-36.079565,852.142,128
26,1779710734058868090,1779710734023074133,-35.793957,1229.232,128
27,1779710734061087853,1779710734026994160,-34.093693,2920.027,128
28,1779710734064975976,1779710734029091422,-35.884554,1097.262,128
29,1779710734067106802,1779710734031347607,-35.759195,1256.185,128
30,1779710734069345253,1779710734033911766,-35.433487,1564.159,128
31,1779710734071920171,1779710734035427486,-36.492685,515.72,128
