seq,send_ns,recv_ns,latency_ms,jitter_us,pkt_size
0,1000000000000,1000022285620,22.285621,-369.98,128
1,1000001000000,1000020849868,19.849869,-4753.42,128
2,1000002000000,1000026538925,24.538925,-1243.96,128
3,1000003000000,1000024871453,21.871453,6206.54,128
4,1000004000000,1000025832396,21.832397,2596.57,128
5,1000005000000,1000027958220,22.95822,-2700.99,128
6,1000006000000,1000027035767,21.035767,4060.88,128
7,1000007000000,1000032282638,25.282638,-63.27,128
8,1000008000000,1000031686994,23.686995,-4312.35,128
9,1000009000000,1000030070745,21.070746,-3553.98,128
10,1000010000000,1000033421481,23.421482,3099.15,128
11,1000011000000,1000034532224,23.532225,544.88,128
12,1000012000000,1000033741881,21.741882,2152.64,128
13,1000013000000,1000036189365,23.189366,-4439.87,128
14,1000014000000,1000035098795,21.098796,-2164.75,128
15,1000015000000,1000036577068,21.577069,-1795.93,128
16,1000016000000,1000034739709,18.739709,546.45,128
17,1000017000000,1000037305884,20.305885,3833.94,128
18,1000018000000,1000037053803,19.053804,1491.42,128
19,1000019000000,1000041646390,22.64639,-4431.38,128
20,1000020000000,1000039824655,19.824655,425.07,128
21,1000021000000,1000042485214,21.485214,6359.64,128
22,1000022000000,1000045046905,23.046905,-338.51,128
23,1000023000000,1000048481058,25.481059,129.06,128
24,1000024000000,1000046082460,22.082461,1027.99,128
25,1000025000000,1000045559557,20.559557,-1798.24,128
26,1000026000000,1000044875201,18.875201,-867.97,128
27,1000027000000,1000046009969,19.009969,-128.8,128
28,1000028000000,1000048259147,20.259148,2219.95,128
29,1000029000000,1000049081858,20.081858,-1570.25,128
30,1000030000000,1000050560841,20.560842,2032.37,128
31,1000031000000,1000050015292,19.015293,1150.21,128
32,1000032000000,1000052277756,20.277756,-1090.74,128
33,1000033000000,1000054157565,21.157565,4430.77,128
34,1000034000000,1000053875685,19.875686,-4442.14,128
35,1000035000000,1000057494159,22.49416,621.58,128
36,1000036000000,1000055638913,19.638914,-2550.85,128
37,1000037000000,1000061146592,24.146592,1175.77,128
38,1000038000000,1000058226286,20.226286,2339.64,128
39,1000039000000,1000059572907,20.572908,-3491.39,128
40,1000040000000,1000063121457,23.121457,9986.56,128
41,1000041000000,1000063107913,22.107913,-4936.23,128
42,1000042000000,1000068243863,26.243863,1997.35,128
43,1000043000000,1000064178991,21.178992,-1152.87,128
44,1000044000000,1000070769869,26.76987,-3112.68,128
45,1000045000000,1000064948496,19.948496,457.67,128
46,1000046000000,1000070182592,24.182593,1467.72,128
47,1000047000000,1000070364828,23.364829,1524.2,128
48,1000048000000,1000071098105,23.098106,2841.11,128
49,1000049000000,1000070035131,21.035131,4517.59,128
50,1000050000000,1000069440826,19.440826,-2082.69,128
51,1000051000000,1000074011448,23.011448,197.91,128
52,1000052000000,1000072947008,20.947009,2059.56,128
53,1000053000000,1000074182463,21.182464,-278.95,128
54,1000054000000,1000073381479,19.38148,2417.56,128
55,1000055000000,1000074665964,19.665964,4978.34,128
56,1000056000000,1000074736120,18.73612,-1323.12,128
57,1000057000000,1000076890627,19.890627,-1522.04,128
58,1000058000000,1000081640036,23.640036,-4790.31,128
59,1000059000000,1000080189994,21.189995,1093.51,128
60,1000060000000,1000082422877,22.422877,-2235.3,128
61,1000061000000,1000079560085,18.560085,-334.45,128
62,1000062000000,1000080684237,18.684237,-6004.26,128
63,1000063000000,1000083769234,20.769234,-2661.91,128
64,1000064000000,1000088795634,24.795635,1075.84,128
65,1000065000000,1000087959743,22.959744,3624.1,128
66,1000066000000,1000085671427,19.671428,80.9,128
67,1000067000000,1000087993548,20.993548,-2016.33,128
68,1000068000000,1000087173097,19.173097,-3280.11,128
69,1000069000000,1000088392338,19.392339,143.93,128
70,1000070000000,1000091352489,21.35249,-689.55,128
71,1000071000000,1000092140831,21.140832,2355.53,128
72,1000072000000,1000096248420,24.24842,1103.36,128
73,1000073000000,1000096662229,23.662229,-5329.34,128
74,1000074000000,1000096137428,22.137429,-3666.31,128
75,1000075000000,1000099416507,24.416507,-1569.12,128
76,1000076000000,1000099428788,23.428788,-975.08,128
77,1000077000000,1000095832255,18.832255,118.72,128
78,1000078000000,1000101817918,23.817919,-678.07,128
79,1000079000000,1000098527476,19.527477,-619.27,128
80,1000080000000,1000101041750,21.04175,-2170.21,128
81,1000081000000,1000101496376,20.496377,-575.39,128
82,1000082000000,1000110247060,28.247061,46.48,128
83,1000083000000,1000103747608,20.747609,4746.52,128
84,1000084000000,1000103219525,19.219525,-530.57,128
85,1000085000000,1000109079467,24.079468,10346.98,128
86,1000086000000,1000107504748,21.504748,1466.18,128
87,1000087000000,1000110905225,23.905225,-3476.46,128
88,1000088000000,1000110260165,22.260166,-2941.35,128
89,1000089000000,1000108976238,19.976238,-96.66,128
90,1000090000000,1000110946900,20.946901,1701.59,128
91,1000091000000,1000111370210,20.37021,-1287.71,128
92,1000092000000,1000115664860,23.66486,-52.36,128
93,1000093000000,1000112330814,19.330814,781.8,128
94,1000094000000,1000116641204,22.641204,1652.39,128
95,1000095000000,1000115284750,20.28475,-1465.19,128
96,1000096000000,1000118490491,22.490491,2459.2,128
97,1000097000000,1000119382096,22.382097,3436.0,128
98,1000098000000,1000121370505,23.370505,-585.96,128
99,1000099000000,1000116131614,17.131614,-1324.8,128
100,1000100000000,1000119150558,19.150559,-1968.85,128
101,1000101000000,1000123418718,22.418718,4369.06,128
102,1000102000000,1000127305721,25.305721,2141.01,128
103,1000103000000,1000125900661,22.900662,-6338.91,128
104,1000104000000,1000125353818,21.353819,-1386.81,128
105,1000105000000,1000127156594,22.156594,-113.9,128
106,1000106000000,1000124487008,18.487009,-718.73,128
107,1000107000000,1000124101125,17.101126,908.05,128
108,1000108000000,1000131110513,23.110513,509.93,128
109,1000109000000,1000127880717,18.880718,-446.44,128
110,1000110000000,1000128507949,18.50795,3698.86,128
111,1000111000000,1000131568461,20.568461,-1610.22,128
112,1000112000000,1000130192424,18.192425,-2202.97,128
113,1000113000000,1000133060014,20.060014,3516.76,128
114,1000114000000,1000133537545,19.537545,-2628.55,128
115,1000115000000,1000137341375,22.341376,-598.05,128
116,1000116000000,1000134139138,18.139138,-2255.5,128
117,1000117000000,1000140628138,23.628138,735.48,128
118,1000118000000,1000142787534,24.787535,-8204.31,128
119,1000119000000,1000141092252,22.092253,1854.94,128
120,1000120000000,1000140709258,20.709259,-1447.36,128
121,1000121000000,1000140856999,19.856999,207.62,128
122,1000122000000,1000143679941,21.679942,-2860.3,128
123,1000123000000,1000144456179,21.45618,580.33,128
124,1000124000000,1000146625631,22.625632,-1165.44,128
125,1000125000000,1000145609728,20.609729,5835.23,128
126,1000126000000,1000149394755,23.394755,-1258.28,128
127,1000127000000,1000147297707,20.297707,-3729.39,128
128,1000128000000,1000151112927,23.112927,561.06,128
129,1000129000000,1000150717006,21.717006,3911.88,128
130,1000130000000,1000150989446,20.989447,-86.92,128
131,1000131000000,1000152827960,21.82796,-5170.32,128
132,1000132000000,1000154031785,22.031786,-7178.77,128
133,1000133000000,1000156358401,23.358401,4776.24,128
134,1000134000000,1000159844646,25.844647,-2368.52,128
135,1000135000000,1000157038144,22.038145,611.27,128
136,1000136000000,1000157346451,21.346451,1950.24,128
137,1000137000000,1000159810185,22.810186,-3606.56,128
138,1000138000000,1000159017261,21.017261,-928.79,128
139,1000139000000,1000160204687,21.204687,1393.33,128
140,1000140000000,1000163617890,23.61789,520.42,128
141,1000141000000,1000161721528,20.721529,-4351.43,128
142,1000142000000,1000164316031,22.316031,861.25,128
143,1000143000000,1000166609036,23.609037,3864.5,128
144,1000144000000,1000159955995,15.955996,-1303.09,128
145,1000145000000,1000165352574,20.352575,-353.46,128
146,1000146000000,1000171421389,25.42139,6101.24,128
147,1000147000000,1000166995890,19.995891,792.49,128
148,1000148000000,1000167099115,19.099115,-2191.87,128
149,1000149000000,1000168367729,19.36773,4952.44,128
150,1000150000000,1000173732967,23.732967,2307.66,128
151,1000151000000,1000174286117,23.286118,-2442.16,128
152,1000152000000,1000173600953,21.600954,584.14,128
153,1000153000000,1000176089639,23.089639,1135.65,128
154,1000154000000,1000181376753,27.376753,1501.81,128
155,1000155000000,1000176342160,21.342161,2743.83,128
156,1000156000000,1000177279269,21.279269,2324.68,128
157,1000157000000,1000176898219,19.898219,3186.14,128
158,1000158000000,1000178482391,20.482391,617.01,128
159,1000159000000,1000185527398,26.527398,2501.76,128
160,1000160000000,1000181362135,21.362135,-1764.51,128
161,1000161000000,1000181252492,20.252493,-2512.07,128
162,1000162000000,1000181498070,19.498071,824.81,128
163,1000163000000,1000184892213,21.892214,-1532.19,128
164,1000164000000,1000185498143,21.498143,179.68,128
165,1000165000000,1000187755003,22.755004,5559.89,128
166,1000166000000,1000190126610,24.12661,-2389.82,128
167,1000167000000,1000188597570,21.597571,2088.47,128
168,1000168000000,1000189525530,21.525531,-6398.24,128
169,1000169000000,1000190474082,21.474082,-77.2,128
170,1000170000000,1000193668943,23.668944,-316.14,128
171,1000171000000,1000192067622,21.067623,-1924.51,128
172,1000172000000,1000195886092,23.886093,294.76,128
173,1000173000000,1000191725047,18.725047,2424.72,128
