seq,send_ns,recv_ns,latency_ms,jitter_us,pkt_size
0,1000000000000,1000002603539,2.60354,89.44,128
1,1000001000000,1000003018361,2.018362,-30.49,128
2,1000002000000,1000004280021,2.280022,167.44,128
3,1000003000000,1000005800196,2.800196,-81.29,128
4,1000004000000,1000007013875,3.013875,-82.03,128
5,1000005000000,1000008005198,3.005199,-108.96,128
6,1000006000000,1000008692262,2.692262,48.76,128
7,1000007000000,1000009610742,2.610742,-126.0,128
8,1000008000000,1000010690029,2.69003,91.35,128
9,1000009000000,1000012112737,3.112738,135.12,128
10,1000010000000,1000012447429,2.447429,58.44,128
11,1000011000000,1000013727678,2.727678,-34.59,128
12,1000012000000,1000014304047,2.304047,-48.5,128
13,1000013000000,1000015590379,2.590379,108.85,128
14,1000014000000,1000015984479,1.984479,4.81,128
15,1000015000000,1000017592023,2.592024,-41.09,128
16,1000016000000,1000018515852,2.515853,-201.47,128
17,1000017000000,1000019363432,2.363433,157.43,128
18,1000018000000,1000021348266,3.348267,-92.9,128
19,1000019000000,1000021467234,2.467234,-231.23,128
20,1000020000000,1000021971080,1.97108,27.69,128
21,1000021000000,1000023336461,2.336461,-185.37,128
22,1000022000000,1000024751594,2.751594,-110.59,128
23,1000023000000,1000025693342,2.693342,-26.68,128
24,1000024000000,1000026486567,2.486568,-155.6,128
25,1000025000000,1000027381429,2.38143,18.29,128
26,1000026000000,1000028049519,2.04952,156.93,128
27,1000027000000,1000029930895,2.930896,-19.77,128
28,1000028000000,1000030852772,2.852773,71.79,128
29,1000029000000,1000031612192,2.612192,122.25,128
30,1000030000000,1000032569646,2.569647,121.36,128
31,1000031000000,1000034172459,3.172459,-8.93,128
32,1000032000000,1000033821977,1.821977,22.65,128
33,1000033000000,1000035281237,2.281237,102.96,128
34,1000034000000,1000036943406,2.943407,24.39,128
35,1000035000000,1000037430397,2.430397,142.07,128
36,1000036000000,1000038097033,2.097034,-146.4,128
37,1000037000000,1000039426274,2.426275,18.15,128
38,1000038000000,1000041419489,3.419489,-56.25,128
39,1000039000000,1000041741437,2.741437,-35.7,128
40,1000040000000,1000043334638,3.334639,115.92,128
41,1000041000000,1000043777756,2.777757,42.4,128
42,1000042000000,1000044547751,2.547752,-48.74,128
43,1000043000000,1000045924672,2.924672,55.88,128
44,1000044000000,1000046167272,2.167273,17.27,128
45,1000045000000,1000047550514,2.550515,18.54,128
46,1000046000000,1000048219467,2.219468,156.15,128
