seq,send_ns,recv_ns,latency_ms,jitter_us,pkt_size
0,1779711373105525940,1779711373093471797,-12.054143,0.0,128
1,1779711373127456014,1779711373093496898,-33.959116,-974.899,128
2,1779711373128455281,1779711373093502816,-34.952465,-994.082,128
3,1779711373129356613,1779711373093505883,-35.85073,-996.933,128
4,1779711373130205167,1779711373094251530,-35.953637,-254.353,128
5,1779711373131081327,1779711373095020858,-36.060469,-230.672,128
6,1779711373131878744,1779711373095857477,-36.021267,-163.381,128
7,1779711373132700330,1779711373096664435,-36.035895,-193.042,128
8,1779711373133523598,1779711373097547177,-35.976421,-117.258,128
9,1779711373134312626,1779711373098358211,-35.954415,-188.966,128
10,1779711373135104419,1779711373099093379,-36.01104,-264.832,128
11,1779711373135956639,1779711373099920897,-36.035742,-172.482,128
12,1779711373136774508,1779711373100862850,-35.911658,-58.047,128
13,1779711373137570233,1779711373101587025,-35.983208,-275.825,128
14,1779711373138371111,1779711373102475163,-35.895948,-111.862,128
15,1779711373139273180,1779711373103129607,-36.143573,-345.556,128
16,1779711373140060290,1779711373103978389,-36.081901,-151.218,128
17,1779711373140915730,1779711373104842510,-36.07322,-135.879,128
18,1779711373141700824,1779711373105640338,-36.060486,-202.172,128
19,1779711373142505915,1779711373106474810,-36.031105,-165.528,128
20,1779711373143334246,1779711373107317720,-36.016526,-157.09,128
21,1779711373144145076,1779711373108196464,-35.948612,-121.256,128
22,1779711373144941781,1779711373109071220,-35.870561,-125.244,128
23,1779711373145755665,1779711373109705901,-36.049764,-365.319,128
24,1779711373146583997,1779711373110561018,-36.022979,-144.883,128
25,1779711373147395293,1779711373111319676,-36.075617,-241.342,128
26,1779711373148159108,1779711373112116465,-36.042643,-203.211,128
27,1779711373148939303,1779711373112771678,-36.167625,-344.787,128
28,1779711373149703973,1779711373113717465,-35.986508,-54.213,128
29,1779711373150473693,1779711373114423822,-36.049871,-293.643,128
30,1779711373151268543,1779711373115377773,-35.89077,-46.049,128
31,1779711373152078505,1779711373116004348,-36.074157,-373.425,128
32,1779711373152900864,1779711373116893578,-36.007286,-110.77,128
33,1779711373153742158,1779711373117712710,-36.029448,-180.868,128
34,1779711373154549182,1779711373118477829,-36.071353,-234.881,128
35,1779711373155337031,1779711373119351125,-35.985906,-126.704,128
36,1779711373156132549,1779711373120231145,-35.901404,-119.98,128
37,1779711373156982767,1779711373120965965,-36.016802,-265.18,128
38,1779711373157784740,1779711373781605619,623.820879,659639.654,128
39,1779711373818057707,1779711373793381241,-24.676466,10775.622,128
40,1779711373830268646,1779711373797715491,-32.553155,3334.25,128
41,1779711373834532131,1779711373800291951,-34.24018,1576.46,128
42,1779711373836987103,1779711373806611051,-30.376052,5319.1,128
43,1779711373843348666,1779711373809083119,-34.265547,1472.068,128
44,1779711373845850611,1779711373811300424,-34.550187,1217.305,128
45,1779711373847926535,1779711373813031410,-34.895125,730.986,128
46,1779711373849874915,1779711373814743552,-35.131363,712.142,128
47,1779711373851387391,1779711373817071710,-34.315681,1328.158,128
48,1779711373853801685,1779711373819833668,-33.968017,1761.958,128
49,1779711373855906499,1779711373823832848,-32.073651,2999.18,128
50,1779711373857918331,1779711373823992765,-33.925566,-840.083,128
51,1779711373860823493,1779711373825844550,-34.978943,851.785,128
52,1779711373862674310,1779711373827936071,-34.738239,1091.521,128
53,1779711373864774038,1779711373829757669,-35.016369,821.598,128
54,1779711373866476163,1779711373831754007,-34.722156,996.338,128
55,1779711373868491547,1779711373834928832,-33.562715,2174.825,128
56,1779711373871486209,1779711373836535408,-34.950801,606.576,128
57,1779711373873322673,1779711373838276875,-35.045798,741.467,128
58,1779711373875045559,1779711373840089009,-34.95655,812.134,128
59,1779711373876984058,1779711373843501338,-33.48272,2412.329,128
60,1779711373880250427,1779711373845396004,-34.854423,894.666,128
61,1779711373882097103,1779711373847342587,-34.754516,946.583,128
62,1779711373884084907,1779711373849821331,-34.263576,1478.744,128
63,1779711373886682913,1779711373851849799,-34.833114,1028.468,128
64,1779711373888632234,1779711373853428253,-35.203981,578.454,128
65,1779711373890194598,1779711373855925951,-34.268647,1497.698,128
66,1779711373892710306,1779711373858089175,-34.621131,1163.224,128
67,1779711373894800697,1779711373859689829,-35.110868,600.654,128
68,1779711373896492626,1779711373861535013,-34.957613,845.184,128
69,1779711373898263318,1779711373863107936,-35.155382,572.923,128
70,1779711373899937037,1779711373864896900,-35.040137,788.964,128
71,1779711373901625987,1779711373867077124,-34.548863,1180.224,128
72,1779711373903919560,1779711373869000854,-34.918706,923.73,128
73,1779711373905689580,1779711373870746774,-34.942806,745.92,128
74,1779711373907465548,1779711373872665361,-34.800187,918.587,128
75,1779711373909477921,1779711373874468362,-35.009559,803.001,128
76,1779711373911204315,1779711373876996760,-34.207555,1528.398,128
77,1779711373913725350,1779711373878788234,-34.937116,791.474,128
78,1779711373915472148,1779711373880731909,-34.740239,943.675,128
79,1779711373917450742,1779711373882542617,-34.908125,810.708,128
80,1779711373919321941,1779711373884606906,-34.715035,1064.289,128
81,1779711373921347948,1779711373886354396,-34.993552,747.49,128
82,1779711373923178405,1779711373888111777,-35.066628,757.381,128
83,1779711373924861990,1779711373890049112,-34.812878,937.335,128
84,1779711373926890959,1779711373892113233,-34.777726,1064.121,128
85,1779711373928800926,1779711373893773144,-35.027782,659.911,128
86,1779711373930640413,1779711373895681955,-34.958458,908.811,128
87,1779711373932392185,1779711373897359559,-35.032626,677.604,128
88,1779711373934055227,1779711373899293049,-34.762178,933.49,128
89,1779711373936152405,1779711373901378030,-34.774375,1084.981,128
90,1779711373938107095,1779711373902856998,-35.250097,478.968,128
91,1779711373939627561,1779711373904825110,-34.802451,968.112,128
92,1779711373941572681,1779711374139892032,198.319351,234066.922,128
93,1779711374176833065,1779711374143564169,-33.268896,2672.137,128
94,1779711374180051275,1779711374145864270,-34.187005,1300.101,128
95,1779711374182276438,1779711374147606575,-34.669863,742.305,128
96,1779711374184258019,1779711374149459562,-34.798457,852.987,128
97,1779711374186302490,1779711374151459467,-34.843023,999.905,128
98,1779711374188243868,1779711374153262984,-34.980884,803.517,128
99,1779711374190124347,1779711374155245357,-34.87899,982.373,128
100,1779711374192061545,1779711374157119919,-34.941626,874.562,128
101,1779711374194053630,1779711374159050831,-35.002799,930.912,128
102,1779711374195958778,1779711374160667172,-35.291606,616.341,128
103,1779711374197439705,1779711374162276116,-35.163589,608.944,128
104,1779711374199079554,1779711374163867721,-35.211833,591.605,128
105,1779711374200717960,1779711374165594270,-35.12369,726.549,128
106,1779711374202450080,1779711374167249079,-35.201001,654.809,128
107,1779711374203955473,1779711374168795589,-35.159884,546.51,128
108,1779711374205726133,1779711374170576984,-35.149149,781.395,128
109,1779711374207321605,1779711374172269579,-35.052026,692.595,128
110,1779711374208973829,1779711374173935135,-35.038694,665.556,128
111,1779711374210802809,1779711374175594393,-35.208416,659.258,128
112,1779711374212401499,1779711374177381378,-35.020121,786.985,128
113,1779711374214072688,1779711374178937549,-35.135139,556.171,128
114,1779711374215779332,1779711374180699695,-35.079637,762.146,128
115,1779711374217369104,1779711374182447468,-34.921636,747.773,128
116,1779711374219012537,1779711374183682201,-35.330336,234.733,128
117,1779711374220668020,1779711374185365449,-35.302571,683.248,128
118,1779711374222180183,1779711374187101237,-35.078946,735.788,128
119,1779711374224008789,1779711374189946627,-34.062162,1845.39,128
120,1779711374226769077,1779711374191450684,-35.318393,504.057,128
121,1779711374228295557,1779711374192966183,-35.329374,515.499,128
122,1779711374229743936,1779711374194636887,-35.107049,670.704,128
123,1779711374231666988,1779711374196594736,-35.072252,957.849,128
124,1779711374233450636,1779711374198281795,-35.168841,687.059,128
125,1779711374235117601,1779711374199940589,-35.177012,658.794,128
126,1779711374236773013,1779711374206013104,-30.759909,5072.515,128
