seq,send_ns,recv_ns,latency_ms,jitter_us,pkt_size
0,1000000000000,1000009795627,9.795628,170.5,128
1,1000001000000,1000010163557,9.163558,27.58,128
2,1000002000000,1000010927166,8.927167,-127.15,128
3,1000003000000,1000012483062,9.483062,-219.45,128
4,1000004000000,1000012867483,8.867483,-72.78,128
5,1000005000000,1000015802962,10.802963,18.76,128
6,1000006000000,1000016939636,10.939637,-101.2,128
7,1000007000000,1000016187459,9.187459,-35.01,128
8,1000008000000,1000018428117,10.428118,-384.46,128
9,1000009000000,1000018068406,9.068407,181.24,128
10,1000010000000,1000021051145,11.051145,166.0,128
11,1000011000000,1000021774591,10.774591,135.25,128
12,1000012000000,1000021965695,9.965695,45.26,128
13,1000013000000,1000023235535,10.235535,118.26,128
14,1000014000000,1000024204096,10.204096,-20.61,128
15,1000015000000,1000025705826,10.705827,-45.37,128
16,1000016000000,1000024145983,8.145983,17.12,128
17,1000017000000,1000027886062,10.886062,-130.14,128
18,1000018000000,1000028876988,10.876989,-56.5,128
19,1000019000000,1000029803923,10.803923,-0.69,128
20,1000020000000,1000029925389,9.92539,33.13,128
21,1000021000000,1000031003768,10.003768,-163.97,128
22,1000022000000,1000033652352,11.652353,118.08,128
23,1000023000000,1000033331122,10.331123,-35.39,128
24,1000024000000,1000034841644,10.841645,169.85,128
25,1000025000000,1000034957485,9.957485,-154.15,128
26,1000026000000,1000036036294,10.036294,85.5,128
27,1000027000000,1000037554966,10.554966,145.22,128
28,1000028000000,1000037639318,9.639319,141.06,128
29,1000029000000,1000038501429,9.501429,-256.11,128
30,1000030000000,1000039458705,9.458706,79.85,128
31,1000031000000,1000040164924,9.164924,33.61,128
32,1000032000000,1000041159442,9.159443,166.87,128
33,1000033000000,1000042662216,9.662217,-117.76,128
34,1000034000000,1000043478047,9.478048,250.56,128
35,1000035000000,1000044495399,9.4954,39.73,128
36,1000036000000,1000046336975,10.336976,-182.96,128
37,1000037000000,1000049596217,12.596218,61.52,128
38,1000038000000,1000047931239,9.931239,144.27,128
39,1000039000000,1000049030255,10.030256,-296.75,128
40,1000040000000,1000050176209,10.17621,350.89,128
41,1000041000000,1000050839454,9.839455,290.69,128
42,1000042000000,1000052341604,10.341604,55.59,128
43,1000043000000,1000052487904,9.487904,-36.75,128
44,1000044000000,1000054048479,10.04848,44.19,128
45,1000045000000,1000055127696,10.127697,38.29,128
46,1000046000000,1000054900085,8.900085,-148.35,128
47,1000047000000,1000057448542,10.448543,-67.35,128
48,1000048000000,1000056691222,8.691222,-18.48,128
49,1000049000000,1000058295582,9.295582,352.84,128
50,1000050000000,1000060187211,10.187211,-175.41,128
